case_id,output_type,status,reason,shape,signed_min,signed_max,abs_max,signed_mean,positive_sum,negative_sum,peak_index
CASE_T1_007,ATAC,not_available_for_selected_cells,no_vwf_relevant_biosample_track,,,,,,,,
CASE_T1_007,CONTACT_MAPS,not_available_for_selected_cells,no_vwf_relevant_biosample_track,,,,,,,,
CASE_T1_007,CAGE,success,,1048576x18,-96.0,320.0,320.0,-0.0002320399550786684,3311.2672017498844,-7690.874704608141,1035176|5
CASE_T1_007,DNASE,success,,1048576x8,-1.0,1.5,1.5,-1.3064250929058059e-05,904.5285902984497,-1014.1194701559535,1035068|4
CASE_T1_007,RNA_SEQ,success,,1048576x27,-10.0,10.0,10.0,-0.0006693182459295856,9661.41521782946,-28610.853542013712,1035508|26
CASE_T1_007,SPLICE_SITE_USAGE,success,,1048576x26,-0.8134765625,0.0395478755235672,0.8134765625,-4.441863041207474e-07,2.6860797436825785,-14.795920292455216,524288|25
CASE_T1_007,SPLICE_JUNCTIONS,success,,13070x13,-3.5017495155334473,4.211185283027589,4.211185283027589,-0.001871794016971495,82.4318326509283,-400.468354074555,3672|12
CASE_T1_007,CHIP_HISTONE,success,,8192x12,-128.0,256.0,256.0,-0.048409064610799156,10687.3671875,-15446.171875,7761|11
CASE_T1_007,CHIP_TF,success,,8192x10,-192.0,96.0,192.0,-0.028198814392089842,4892.609375,-7202.65625,6437|9
CASE_T1_007,SPLICE_SITES,success,,1048576x4,-0.6328125,0.68121337890625,0.68121337890625,2.9820195274633116e-07,3.5052945136430935,-2.2545448704313458,524284|2
CASE_T1_007,PROCAP,success,,1048576x2,-8.0,24.0,24.0,-4.651805420675947e-06,391.7000644295913,-401.4556074711727,1035176|0
